region,zone,woreda,year,population
SNNP,Gofa,Ayida,2020,43309
SNNP,Gofa,Ayida,2018,40586
SNNP,Gofa,Ayida,2019,41925
SNNP,Gofa,Ayida,2021,44738
SNNP,Gofa,Ayida,2022,46215
Oromia,West Wellega,Ayira,2020,69559
Oromia,West Wellega,Ayira,2018,65186
Oromia,West Wellega,Ayira,2019,67337
Oromia,West Wellega,Ayira,2021,71854
Oromia,West Wellega,Ayira,2022,74226
Somali,Siti,Ayisha,2020,74809
Somali,Siti,Ayisha,2018,70106
Somali,Siti,Ayisha,2019,72419
Somali,Siti,Ayisha,2021,77278
Somali,Siti,Ayisha,2022,79828
Amhara,Central Gondar,Aykel Town,2020,35444
Amhara,Central Gondar,Aykel Town,2018,33216
Amhara,Central Gondar,Aykel Town,2019,34312
Amhara,Central Gondar,Aykel Town,2021,36614
Amhara,Central Gondar,Aykel Town,2022,37822
Somali,Nogob,Ayun,2020,19923
Somali,Nogob,Ayun,2018,18670
Somali,Nogob,Ayun,2019,19287
Somali,Nogob,Ayun,2021,20580
Somali,Nogob,Ayun,2022,21260
Somali,Erer,Babile,2020,99598
Somali,Erer,Babile,2018,93336
Somali,Erer,Babile,2019,96416
Somali,Erer,Babile,2021,102885
Somali,Erer,Babile,2022,106280
Oromia,East Hararge,Babile (Oromia),2020,101130
Oromia,East Hararge,Babile (Oromia),2018,94772
Oromia,East Hararge,Babile (Oromia),2019,97899
Oromia,East Hararge,Babile (Oromia),2021,104467
Oromia,East Hararge,Babile (Oromia),2022,107915
Oromia,East Hararge,Babile Town,2020,28411
Oromia,East Hararge,Babile Town,2018,26625
Oromia,East Hararge,Babile Town,2019,27503
Oromia,East Hararge,Babile Town,2021,29349
Oromia,East Hararge,Babile Town,2022,30317
Oromia,West Wellega,Babo,2020,83105
Oromia,West Wellega,Babo,2018,77880
Oromia,West Wellega,Babo,2019,80450
Oromia,West Wellega,Babo,2021,85847
Oromia,West Wellega,Babo,2022,88680
Oromia,Buno Bedele,Badele Zuria,2020,105518
Oromia,Buno Bedele,Badele Zuria,2018,98884
Oromia,Buno Bedele,Badele Zuria,2019,102147
Oromia,Buno Bedele,Badele Zuria,2021,109000
Oromia,Buno Bedele,Badele Zuria,2022,112597
Amhara,West Gojam,Bahir Dar Town,2020,355897
Amhara,West Gojam,Bahir Dar Town,2018,333521
Amhara,West Gojam,Bahir Dar Town,2019,344528
Amhara,West Gojam,Bahir Dar Town,2021,367642
Amhara,West Gojam,Bahir Dar Town,2022,379774
Amhara,West Gojam,Bahirdar Zuria,2020,207323
Amhara,West Gojam,Bahirdar Zuria,2018,194288
Amhara,West Gojam,Bahirdar Zuria,2019,200700
Amhara,West Gojam,Bahirdar Zuria,2021,214165
Amhara,West Gojam,Bahirdar Zuria,2022,221232
Oromia,West Shewa,Bako Tibe,2020,172723
Oromia,West Shewa,Bako Tibe,2018,161864
Oromia,West Shewa,Bako Tibe,2019,167205
Oromia,West Shewa,Bako Tibe,2021,178423
Oromia,West Shewa,Bako Tibe,2022,184311
Benishangul Gumz,Asosa,Bambasi,2020,74449
Benishangul Gumz,Asosa,Bambasi,2018,69768
Benishangul Gumz,Asosa,Bambasi,2019,72071
Benishangul Gumz,Asosa,Bambasi,2021,76906
Benishangul Gumz,Asosa,Bambasi,2022,79444
Amhara,Awi,Banja,2020,101570
Amhara,Awi,Banja,2018,95184
Amhara,Awi,Banja,2019,98325
Amhara,Awi,Banja,2021,104922
Amhara,Awi,Banja,2022,108384
Somali,Afder,Barey,2020,101015
Somali,Afder,Barey,2018,94664
Somali,Afder,Barey,2019,97788
Somali,Afder,Barey,2021,104348
Somali,Afder,Barey,2022,107792
SNNP,Basketo,Basketo SP Woreda,2020,75512
SNNP,Basketo,Basketo SP Woreda,2018,70764
SNNP,Basketo,Basketo SP Woreda,2019,73100
SNNP,Basketo,Basketo SP Woreda,2021,78004
SNNP,Basketo,Basketo SP Woreda,2022,80578
Amhara,East Gojam,Baso Liben,2020,160703
Amhara,East Gojam,Baso Liben,2018,150599
Amhara,East Gojam,Baso Liben,2019,155569
Amhara,East Gojam,Baso Liben,2021,166006
Amhara,East Gojam,Baso Liben,2022,171484
Amhara,North Shewa,Basona Worena,2020,137906
Amhara,North Shewa,Basona Worena,2018,129236
Amhara,North Shewa,Basona Worena,2019,133500
Amhara,North Shewa,Basona Worena,2021,142457
Amhara,North Shewa,Basona Worena,2022,147158
Amhara,Oromia,Bati,2020,102888
Amhara,Oromia,Bati,2018,96419
Amhara,Oromia,Bati,2019,99601
Amhara,Oromia,Bati,2021,106283
Amhara,Oromia,Bati,2022,109791
Amhara,Oromia,Bati Town,2020,35932
Amhara,Oromia,Bati Town,2018,33673
Amhara,Oromia,Bati Town,2019,34784
Amhara,Oromia,Bati Town,2021,37118
Amhara,Oromia,Bati Town,2022,38343
Amhara,East Gojam,Bechena Town,2020,32320
Amhara,East Gojam,Bechena Town,2018,30288
Amhara,East Gojam,Bechena Town,2019,31288
Amhara,East Gojam,Bechena Town,2021,33387
Amhara,East Gojam,Bechena Town,2022,34488
Oromia,Ilu Aba Bora,Becho (Ilu Aba Bora),2020,50693
Oromia,Ilu Aba Bora,Becho (Ilu Aba Bora),2018,47506
Oromia,Ilu Aba Bora,Becho (Ilu Aba Bora),2019,49074
Oromia,Ilu Aba Bora,Becho (Ilu Aba Bora),2021,52366
Oromia,Ilu Aba Bora,Becho (Ilu Aba Bora),2022,54094
Oromia,South West Shewa,Becho (SW Shewa),2020,104090
Oromia,South West Shewa,Becho (SW Shewa),2018,97546
Oromia,South West Shewa,Becho (SW Shewa),2019,100765
Oromia,South West Shewa,Becho (SW Shewa),2021,107525
Oromia,South West Shewa,Becho (SW Shewa),2022,111073
Oromia,Buno Bedele,Bedele Town,2020,31307
Oromia,Buno Bedele,Bedele Town,2018,29339
Oromia,Buno Bedele,Bedele Town,2019,30307
Oromia,Buno Bedele,Bedele Town,2021,32340
Oromia,Buno Bedele,Bedele Town,2022,33407
Oromia,East Hararge,Bedeno,2020,329353
Oromia,East Hararge,Bedeno,2018,308646
Oromia,East Hararge,Bedeno,2019,318832
Oromia,East Hararge,Bedeno,2021,340222
Oromia,East Hararge,Bedeno,2022,351449
Oromia,West Hararge,Bedesa,2020,29173
Oromia,West Hararge,Bedesa,2018,27339
Oromia,West Hararge,Bedesa,2019,28241
Oromia,West Hararge,Bedesa,2021,30136
Oromia,West Hararge,Bedesa,2022,31130
Oromia,West Wellega,Begi,2020,165750
Oromia,West Wellega,Begi,2018,155329
Oromia,West Wellega,Begi,2019,160455
Oromia,West Wellega,Begi,2021,171220
Oromia,West Wellega,Begi,2022,176870
Oromia,Arsi,Bekoji Town,2020,28458
Oromia,Arsi,Bekoji Town,2018,26669
Oromia,Arsi,Bekoji Town,2019,27549
Oromia,Arsi,Bekoji Town,2021,29397
Oromia,Arsi,Bekoji Town,2022,30367
Oromia,Arsi,Bele Gesgar,2020,101898
Oromia,Arsi,Bele Gesgar,2018,95492
Oromia,Arsi,Bele Gesgar,2019,98643
Oromia,Arsi,Bele Gesgar,2021,105261
Oromia,Arsi,Bele Gesgar,2022,108734
Benishangul Gumz,Kemashi,Belojiganfo,2020,43127
Benishangul Gumz,Kemashi,Belojiganfo,2018,40416
Benishangul Gumz,Kemashi,Belojiganfo,2019,41749
Benishangul Gumz,Kemashi,Belojiganfo,2021,44550
Benishangul Gumz,Kemashi,Belojiganfo,2022,46020
SNNP,South Omo,Bena Tsemay,2020,69099
SNNP,South Omo,Bena Tsemay,2018,64755
SNNP,South Omo,Bena Tsemay,2019,66892
SNNP,South Omo,Bena Tsemay,2021,71379
SNNP,South Omo,Bena Tsemay,2022,73735
SNNP,Sidama,Bensa,2020,147386
SNNP,Sidama,Bensa,2018,138120
SNNP,Sidama,Bensa,2019,142678
SNNP,Sidama,Bensa,2021,152250
SNNP,Sidama,Bensa,2022,157274
Afar,Zone 2 (Kilbet Rasu),Berahile,2020,90388
Afar,Zone 2 (Kilbet Rasu),Berahile,2018,84705
Afar,Zone 2 (Kilbet Rasu),Berahile,2019,87500
Afar,Zone 2 (Kilbet Rasu),Berahile,2021,93371
Afar,Zone 2 (Kilbet Rasu),Berahile,2022,96452
Oromia,Bale,Berbere,2020,124503
Oromia,Bale,Berbere,2018,116675
Oromia,Bale,Berbere,2019,120526
Oromia,Bale,Berbere,2021,128612
Oromia,Bale,Berbere,2022,132856
Oromia,Finfine Special,Bereh,2020,95156
Oromia,Finfine Special,Bereh,2018,89173
Oromia,Finfine Special,Bereh,2019,92116
Oromia,Finfine Special,Bereh,2021,98296
Oromia,Finfine Special,Bereh,2022,101540
Amhara,North Shewa,Berehet,2020,41794
Amhara,North Shewa,Berehet,2018,39166
Amhara,North Shewa,Berehet,2019,40459
Amhara,North Shewa,Berehet,2021,43173
Amhara,North Shewa,Berehet,2022,44598
SNNP,Mirab Omo,Bero,2020,16403
SNNP,Mirab Omo,Bero,2018,15372
SNNP,Mirab Omo,Bero,2019,15879
SNNP,Mirab Omo,Bero,2021,16944
SNNP,Mirab Omo,Bero,2022,17503
Somali,Shabelle,Berocano,2020,65866
Somali,Shabelle,Berocano,2018,61725
Somali,Shabelle,Berocano,2019,63762
Somali,Shabelle,Berocano,2021,68040
Somali,Shabelle,Berocano,2022,70285
Amhara,North Gondar,Beyeda,2020,112515
Amhara,North Gondar,Beyeda,2018,105441
Amhara,North Gondar,Beyeda,2019,108921
Amhara,North Gondar,Beyeda,2021,116228
Amhara,North Gondar,Beyeda,2022,120064
Amhara,East Gojam,Bibugn,2020,96676
Amhara,East Gojam,Bibugn,2018,90598
Amhara,East Gojam,Bibugn,2019,93588
Amhara,East Gojam,Bibugn,2021,99866
Amhara,East Gojam,Bibugn,2022,103162
Afar,Zone 2 (Kilbet Rasu),Bidu,2020,68932
Afar,Zone 2 (Kilbet Rasu),Bidu,2018,64598
Afar,Zone 2 (Kilbet Rasu),Bidu,2019,66730
Afar,Zone 2 (Kilbet Rasu),Bidu,2021,71207
Afar,Zone 2 (Kilbet Rasu),Bidu,2022,73557
Oromia,East Wellega,Bila Seyo,2020,75789
Oromia,East Wellega,Bila Seyo,2018,71024
Oromia,East Wellega,Bila Seyo,2019,73368
Oromia,East Wellega,Bila Seyo,2021,78290
Oromia,East Wellega,Bila Seyo,2022,80874
SNNP,Sidama,Bilate Zuria,2020,143262
SNNP,Sidama,Bilate Zuria,2018,134255
SNNP,Sidama,Bilate Zuria,2019,138685
SNNP,Sidama,Bilate Zuria,2021,147990
SNNP,Sidama,Bilate Zuria,2022,152873
Somali,Jarar,Bilcil-Bur,2020,21501
Somali,Jarar,Bilcil-Bur,2018,20149
Somali,Jarar,Bilcil-Bur,2019,20814
Somali,Jarar,Bilcil-Bur,2021,22211
Somali,Jarar,Bilcil-Bur,2022,22943
Oromia,Ilu Aba Bora,Bilo Nopha,2020,39625
Oromia,Ilu Aba Bora,Bilo Nopha,2018,37134
Oromia,Ilu Aba Bora,Bilo Nopha,2019,38359
Oromia,Ilu Aba Bora,Bilo Nopha,2021,40933
Oromia,Ilu Aba Bora,Bilo Nopha,2022,42283
Oromia,West Guji,Birbirsa Kojowa,2020,64585
Oromia,West Guji,Birbirsa Kojowa,2018,60524
Oromia,West Guji,Birbirsa Kojowa,2019,62522
Oromia,West Guji,Birbirsa Kojowa,2021,66716
Oromia,West Guji,Birbirsa Kojowa,2022,68918
Oromia,West Arsi,Bishan Guracha,2020,25110
Oromia,West Arsi,Bishan Guracha,2018,23531
Oromia,West Arsi,Bishan Guracha,2019,24308
Oromia,West Arsi,Bishan Guracha,2021,25939
Oromia,West Arsi,Bishan Guracha,2022,26795
Oromia,East Shewa,Bishoftu Town,2020,165284
Oromia,East Shewa,Bishoftu Town,2018,154892
Oromia,East Shewa,Bishoftu Town,2019,160004
Oromia,East Shewa,Bishoftu Town,2021,170738
Oromia,East Shewa,Bishoftu Town,2022,176373
SNNP,Kefa,Bita (Big),2020,97201
SNNP,Kefa,Bita (Big),2018,91090
SNNP,Kefa,Bita (Big),2019,94096
SNNP,Kefa,Bita (Big),2021,100409
SNNP,Kefa,Bita (Big),2022,103722
Dire Dawa,Dire Dawa rural,Biyoawale,2020,38476
Dire Dawa,Dire Dawa rural,Biyoawale,2018,36057
Dire Dawa,Dire Dawa rural,Biyoawale,2019,37247
Dire Dawa,Dire Dawa rural,Biyoawale,2021,39746
Dire Dawa,Dire Dawa rural,Biyoawale,2022,41057
Somali,Korahe,Bodaley,2020,17907
Somali,Korahe,Bodaley,2018,16781
Somali,Korahe,Bodaley,2019,17335
Somali,Korahe,Bodaley,2021,18498
Somali,Korahe,Bodaley,2022,19108
SNNP,Wolayita,Boditi Town,2020,66205
SNNP,Wolayita,Boditi Town,2018,62043
SNNP,Wolayita,Boditi Town,2019,64090
SNNP,Wolayita,Boditi Town,2021,68390
SNNP,Wolayita,Boditi Town,2022,70647
Oromia,West Wellega,Boji Chekorsa,2020,66742
Oromia,West Wellega,Boji Chekorsa,2018,62546
Oromia,West Wellega,Boji Chekorsa,2019,64610
Oromia,West Wellega,Boji Chekorsa,2021,68944
Oromia,West Wellega,Boji Chekorsa,2022,71220
Oromia,West Wellega,Boji Dirmeji,2020,59943
Oromia,West Wellega,Boji Dirmeji,2018,56174
Oromia,West Wellega,Boji Dirmeji,2019,58028
Oromia,West Wellega,Boji Dirmeji,2021,61921
Oromia,West Wellega,Boji Dirmeji,2022,63965
Oromia,West Hararge,Boke,2020,145518
Oromia,West Hararge,Boke,2018,136369
Oromia,West Hararge,Boke,2019,140869
Oromia,West Hararge,Boke,2021,150320
Oromia,West Hararge,Boke,2022,155281
Somali,Doolo,Bokh,2020,132800
Somali,Doolo,Bokh,2018,124451
Somali,Doolo,Bokh,2019,128558
Somali,Doolo,Bokh,2021,137182
Somali,Doolo,Bokh,2022,141709
Somali,Liban,Bokolmayo,2020,50190
Somali,Liban,Bokolmayo,2018,47035
Somali,Liban,Bokolmayo,2019,48587
Somali,Liban,Bokolmayo,2021,51846
Somali,Liban,Bokolmayo,2022,53557
Addis Ababa,Region 14,Bole,2020,416719
Addis Ababa,Region 14,Bole,2018,390519
Addis Ababa,Region 14,Bole,2019,403407
Addis Ababa,Region 14,Bole,2021,430471
Addis Ababa,Region 14,Bole,2022,444676
SNNP,Wolayita,Boloso Bombe,2020,113973
SNNP,Wolayita,Boloso Bombe,2018,106807
SNNP,Wolayita,Boloso Bombe,2019,110332
SNNP,Wolayita,Boloso Bombe,2021,117734
SNNP,Wolayita,Boloso Bombe,2022,121619
SNNP,Wolayita,Boloso Sore,2020,201831
SNNP,Wolayita,Boloso Sore,2018,189142
SNNP,Wolayita,Boloso Sore,2019,195383
SNNP,Wolayita,Boloso Sore,2021,208491
SNNP,Wolayita,Boloso Sore,2022,215372
SNNP,Sidama,Bona Zuria,2020,146421
SNNP,Sidama,Bona Zuria,2018,137215
SNNP,Sidama,Bona Zuria,2019,141743
SNNP,Sidama,Bona Zuria,2021,151253
SNNP,Sidama,Bona Zuria,2022,156244
Oromia,East Wellega,Boneya Boshe,2020,65708
Oromia,East Wellega,Boneya Boshe,2018,61577
Oromia,East Wellega,Boneya Boshe,2019,63609
Oromia,East Wellega,Boneya Boshe,2021,67876
Oromia,East Wellega,Boneya Boshe,2022,70116
SNNP,Kefa,Bonga Town,2020,52010
SNNP,Kefa,Bonga Town,2018,48740
SNNP,Kefa,Bonga Town,2019,50348
SNNP,Kefa,Bonga Town,2021,53726
SNNP,Kefa,Bonga Town,2022,55499
SNNP,Gamo,Bonke,2020,41557
SNNP,Gamo,Bonke,2018,38944
SNNP,Gamo,Bonke,2019,40229
SNNP,Gamo,Bonke,2021,42928
SNNP,Gamo,Bonke,2022,44345
Oromia,East Shewa,Bora,2020,83019
Oromia,East Shewa,Bora,2018,77800
Oromia,East Shewa,Bora,2019,80367
Oromia,East Shewa,Bora,2021,85759
Oromia,East Shewa,Bora,2022,88589
Oromia,Guji,Bore,2020,160766
Oromia,Guji,Bore,2018,150658
Oromia,Guji,Bore,2019,155630
Oromia,Guji,Bore,2021,166071
Oromia,Guji,Bore,2022,171552
Oromia,Buno Bedele,Borecha,2020,101568
Oromia,Buno Bedele,Borecha,2018,95182
Oromia,Buno Bedele,Borecha,2019,98323
Oromia,Buno Bedele,Borecha,2021,104920
Oromia,Buno Bedele,Borecha,2022,108382
SNNP,Gamo,Boreda,2020,88656
SNNP,Gamo,Boreda,2018,83082
SNNP,Gamo,Boreda,2019,85824
SNNP,Gamo,Boreda,2021,91582
SNNP,Gamo,Boreda,2022,94604
Amhara,South Wello,Borena / Debresina,2020,169656
Amhara,South Wello,Borena / Debresina,2018,158990
Amhara,South Wello,Borena / Debresina,2019,164236
Amhara,South Wello,Borena / Debresina,2021,175255
Amhara,South Wello,Borena / Debresina,2022,181038
SNNP,Sidama,Boricha,2020,69002
SNNP,Sidama,Boricha,2018,64664
SNNP,Sidama,Boricha,2019,66798
SNNP,Sidama,Boricha,2021,71279
SNNP,Sidama,Boricha,2022,73631
Oromia,East Shewa,Boset,2020,200585
Oromia,East Shewa,Boset,2018,187974
Oromia,East Shewa,Boset,2019,194177
Oromia,East Shewa,Boset,2021,207204
Oromia,East Shewa,Boset,2022,214042
Oromia,Jimma,Botor Tolay,2020,63216
Oromia,Jimma,Botor Tolay,2018,59242
Oromia,Jimma,Botor Tolay,2019,61197
Oromia,Jimma,Botor Tolay,2021,65302
Oromia,Jimma,Botor Tolay,2022,67457
Amhara,North Wello,Bugna,2020,94578
Amhara,North Wello,Bugna,2018,88632
Amhara,North Wello,Bugna,2019,91557
Amhara,North Wello,Bugna,2021,97699
Amhara,North Wello,Bugna,2022,100923
SNNP,Guraghe,Bui Town Admin,2020,6643
SNNP,Guraghe,Bui Town Admin,2018,6225
SNNP,Guraghe,Bui Town Admin,2019,6431
SNNP,Guraghe,Bui Town Admin,2021,6862
SNNP,Guraghe,Bui Town Admin,2022,7089
SNNP,Gedeo,Bule,2020,66569
SNNP,Gedeo,Bule,2018,62384
SNNP,Gedeo,Bule,2019,64442
SNNP,Gedeo,Bule,2021,68766
SNNP,Gedeo,Bule,2022,71035
Oromia,West Guji,Bule Hora,2020,270463
Oromia,West Guji,Bule Hora,2018,253459
Oromia,West Guji,Bule Hora,2019,261823
Oromia,West Guji,Bule Hora,2021,279388
Oromia,West Guji,Bule Hora,2022,288608
Oromia,West Guji,Bule Hora Town,2020,44625
Oromia,West Guji,Bule Hora Town,2018,41819
Oromia,West Guji,Bule Hora Town,2019,43199
Oromia,West Guji,Bule Hora Town,2021,46098
Oromia,West Guji,Bule Hora Town,2022,47619
Benishangul Gumz,Metekel,Bulen,2020,67538
Benishangul Gumz,Metekel,Bulen,2018,63292
Benishangul Gumz,Metekel,Bulen,2019,65380
Benishangul Gumz,Metekel,Bulen,2021,69767
Benishangul Gumz,Metekel,Bulen,2022,72069
SNNP,Gofa,Bulike Town Admin,2020,5476
SNNP,Gofa,Bulike Town Admin,2018,5132
SNNP,Gofa,Bulike Town Admin,2019,5301
SNNP,Gofa,Bulike Town Admin,2021,5657
SNNP,Gofa,Bulike Town Admin,2022,5843
SNNP,Sidama,Bura,2020,55556
SNNP,Sidama,Bura,2018,52063
SNNP,Sidama,Bura,2019,53781
SNNP,Sidama,Bura,2021,57389
SNNP,Sidama,Bura,2022,59283
Oromia,Finfine Special,Burayu,2020,101497
Oromia,Finfine Special,Burayu,2018,95116
Oromia,Finfine Special,Burayu,2019,98255
Oromia,Finfine Special,Burayu,2021,104846
Oromia,Finfine Special,Burayu,2022,108306
Amhara,West Gojam,Bure (Amhara),2020,132950
Amhara,West Gojam,Bure (Amhara),2018,124591
Amhara,West Gojam,Bure (Amhara),2019,128703
Amhara,West Gojam,Bure (Amhara),2021,137337
Amhara,West Gojam,Bure (Amhara),2022,141869
Oromia,Ilu Aba Bora,Bure (Oromia),2020,70401
Oromia,Ilu Aba Bora,Bure (Oromia),2018,65975
Oromia,Ilu Aba Bora,Bure (Oromia),2019,68152
Oromia,Ilu Aba Bora,Bure (Oromia),2021,72724
Oromia,Ilu Aba Bora,Bure (Oromia),2022,75124
Amhara,West Gojam,Bure Town,2020,54361
Amhara,West Gojam,Bure Town,2018,50943
Amhara,West Gojam,Bure Town,2019,52624
Amhara,West Gojam,Bure Town,2021,56155
Amhara,West Gojam,Bure Town,2022,58008
SNNP,Burji,Burji Special,2020,71728
SNNP,Burji,Burji Special,2018,67218
SNNP,Burji,Burji Special,2019,69437
SNNP,Burji,Burji Special,2021,74095
SNNP,Burji,Burji Special,2022,76540
Somali,Jarar,Burqod,2020,35836
Somali,Jarar,Burqod,2018,33583
Somali,Jarar,Burqod,2019,34691
Somali,Jarar,Burqod,2021,37019
Somali,Jarar,Burqod,2022,38240
Oromia,West Hararge,Burqua Dhintu,2020,59266
Oromia,West Hararge,Burqua Dhintu,2018,55540
Oromia,West Hararge,Burqua Dhintu,2019,57373
Oromia,West Hararge,Burqua Dhintu,2021,61222
Oromia,West Hararge,Burqua Dhintu,2022,63242
SNNP,Sidama,Bursa,2020,95113
SNNP,Sidama,Bursa,2018,89133
SNNP,Sidama,Bursa,2019,92075
SNNP,Sidama,Bursa,2021,98252
SNNP,Sidama,Bursa,2022,101494
SNNP,Guraghe,Butajira Town,2020,71003
SNNP,Guraghe,Butajira Town,2018,66539
SNNP,Guraghe,Butajira Town,2019,68735
SNNP,Guraghe,Butajira Town,2021,73346
SNNP,Guraghe,Butajira Town,2022,75767
SNNP,Sidama,Chabe Gambeltu,2020,48350
SNNP,Sidama,Chabe Gambeltu,2018,45310
SNNP,Sidama,Chabe Gambeltu,2019,46805
SNNP,Sidama,Chabe Gambeltu,2021,49946
SNNP,Sidama,Chabe Gambeltu,2022,51594
Amhara,Awi,Chagni Town,2020,53344
Amhara,Awi,Chagni Town,2018,49990
Amhara,Awi,Chagni Town,2019,51640
Amhara,Awi,Chagni Town,2021,55104
Amhara,Awi,Chagni Town,2022,56923
Somali,Afder,Charati,2020,118306
Somali,Afder,Charati,2018,110868
Somali,Afder,Charati,2019,114527
Somali,Afder,Charati,2021,122210
Somali,Afder,Charati,2022,126243
SNNP,Guraghe,Cheha,2020,308728
SNNP,Guraghe,Cheha,2018,289318
SNNP,Guraghe,Cheha,2019,298865
SNNP,Guraghe,Cheha,2021,318916
SNNP,Guraghe,Cheha,2022,329440
SNNP,Gedeo,Chelelektu Town,2020,10750
SNNP,Gedeo,Chelelektu Town,2018,10074
SNNP,Gedeo,Chelelektu Town,2019,10407
SNNP,Gedeo,Chelelektu Town,2021,11105
SNNP,Gedeo,Chelelektu Town,2022,11471
Oromia,West Shewa,Cheliya,2020,105474
Oromia,West Shewa,Cheliya,2018,98843
Oromia,West Shewa,Cheliya,2019,102105
Oromia,West Shewa,Cheliya,2021,108955
Oromia,West Shewa,Cheliya,2022,112550
SNNP,Kefa,Chena,2020,29805
SNNP,Kefa,Chena,2018,27931
SNNP,Kefa,Chena,2019,28853
SNNP,Kefa,Chena,2021,30789
SNNP,Kefa,Chena,2022,31805
SNNP,Gamo,Chencha,2020,9934
SNNP,Gamo,Chencha,2018,9309
SNNP,Gamo,Chencha,2019,9617
SNNP,Gamo,Chencha,2021,10262
SNNP,Gamo,Chencha,2022,10600
SNNP,Gamo,Chencha Zuriya,2020,120136
SNNP,Gamo,Chencha Zuriya,2018,112583
SNNP,Gamo,Chencha Zuriya,2019,116298
SNNP,Gamo,Chencha Zuriya,2021,124100
SNNP,Gamo,Chencha Zuriya,2022,128196
SNNP,Kefa,Cheta,2020,42596
SNNP,Kefa,Cheta,2018,39918
SNNP,Kefa,Cheta,2019,41235
SNNP,Kefa,Cheta,2021,44002
SNNP,Kefa,Cheta,2022,45454
Afar,Zone 1 (Awsi Rasu),Chifra,2020,105716
Afar,Zone 1 (Awsi Rasu),Chifra,2018,99070
Afar,Zone 1 (Awsi Rasu),Chifra,2019,102339
Afar,Zone 1 (Awsi Rasu),Chifra,2021,109205
Afar,Zone 1 (Awsi Rasu),Chifra,2022,112808
Amhara,Central Gondar,Chilga 1,2020,54656
Amhara,Central Gondar,Chilga 1,2018,51220
Amhara,Central Gondar,Chilga 1,2019,52910
Amhara,Central Gondar,Chilga 1,2021,56460
Amhara,Central Gondar,Chilga 1,2022,58323
Amhara,Central Gondar,Chilga 2,2020,173077
Amhara,Central Gondar,Chilga 2,2018,162195
Amhara,Central Gondar,Chilga 2,2019,167548
Amhara,Central Gondar,Chilga 2,2021,178789
Amhara,Central Gondar,Chilga 2,2022,184689
Oromia,East Hararge,Chinaksen,2020,121267
Oromia,East Hararge,Chinaksen,2018,113643
Oromia,East Hararge,Chinaksen,2019,117393
Oromia,East Hararge,Chinaksen,2021,125269
Oromia,East Hararge,Chinaksen,2022,129403
SNNP,Sidama,Chire,2020,65013
SNNP,Sidama,Chire,2018,60926
SNNP,Sidama,Chire,2019,62936
SNNP,Sidama,Chire,2021,67158
SNNP,Sidama,Chire,2022,69375
Oromia,West Hararge,Chiro Town,2020,54009
Oromia,West Hararge,Chiro Town,2018,50613
Oromia,West Hararge,Chiro Town,2019,52284
Oromia,West Hararge,Chiro Town,2021,55791
Oromia,West Hararge,Chiro Town,2022,57632
Oromia,West Hararge,Chiro Zuria,2020,230782
Oromia,West Hararge,Chiro Zuria,2018,216272
Oromia,West Hararge,Chiro Zuria,2019,223409
Oromia,West Hararge,Chiro Zuria,2021,238398
Oromia,West Hararge,Chiro Zuria,2022,246265
SNNP,Sidama,Chirone,2020,20161
SNNP,Sidama,Chirone,2018,18893
SNNP,Sidama,Chirone,2019,19517
SNNP,Sidama,Chirone,2021,20826
SNNP,Sidama,Chirone,2022,21514
Oromia,Arsi,Chole,2020,123811
Oromia,Arsi,Chole,2018,116027
Oromia,Arsi,Chole,2019,119856
Oromia,Arsi,Chole,2021,127897
Oromia,Arsi,Chole,2022,132117
Oromia,Horo Gudru Wellega,Choman Guduru,2020,46933
Oromia,Horo Gudru Wellega,Choman Guduru,2018,43982
Oromia,Horo Gudru Wellega,Choman Guduru,2019,45434
Oromia,Horo Gudru Wellega,Choman Guduru,2021,48482
Oromia,Horo Gudru Wellega,Choman Guduru,2022,50082
Oromia,Buno Bedele,Chora (Buno Bedele),2020,138408
Oromia,Buno Bedele,Chora (Buno Bedele),2018,129706
Oromia,Buno Bedele,Chora (Buno Bedele),2019,133986
Oromia,Buno Bedele,Chora (Buno Bedele),2021,142975
Oromia,Buno Bedele,Chora (Buno Bedele),2022,147694
Oromia,Jimma,Chora (Jimma),2020,139390
Oromia,Jimma,Chora (Jimma),2018,130626
Oromia,Jimma,Chora (Jimma),2019,134937
Oromia,Jimma,Chora (Jimma),2021,143990
Oromia,Jimma,Chora (Jimma),2022,148742
SNNP,Sidama,Chuko,2020,171999
SNNP,Sidama,Chuko,2018,161185
SNNP,Sidama,Chuko,2019,166504
SNNP,Sidama,Chuko,2021,177675
SNNP,Sidama,Chuko,2022,183538
SNNP,Sidama,Chuko Town,2020,38858
SNNP,Sidama,Chuko Town,2018,36415
SNNP,Sidama,Chuko Town,2019,37617
SNNP,Sidama,Chuko Town,2021,40140
SNNP,Sidama,Chuko Town,2022,41465
SNNP,Gedeo,Churso,2020,112157
SNNP,Gedeo,Churso,2018,105106
SNNP,Gedeo,Churso,2019,108574
SNNP,Gedeo,Churso,2021,115858
SNNP,Gedeo,Churso,2022,119682
Oromia,Buno Bedele,Chwaka,2020,76463
Oromia,Buno Bedele,Chwaka,2018,71656
Oromia,Buno Bedele,Chwaka,2019,74020
Oromia,Buno Bedele,Chwaka,2021,78986
Oromia,Buno Bedele,Chwaka,2022,81593
Oromia,West Shewa,Cobi,2020,67641
Oromia,West Shewa,Cobi,2018,63388
Oromia,West Shewa,Cobi,2019,65480
